COM Port 2:
2018/10/14 21:52:05:249;-üpþ|ü||þþþøþþøæ'þþ||öðÊ®3fÃ05953
2018/10/14 21:53:13:567;05966
2018/10/14 21:53:13:567;05965
2018/10/14 21:53:13:567;05965
2018/10/14 21:53:13:567;05964
2018/10/14 21:53:13:567;05965
2018/10/14 21:53:13:567;05965
2018/10/14 21:53:13:567;05964
2018/10/14 21:53:13:567;05966
2018/10/14 21:53:13:567;05965
2018/10/14 21:53:13:567;05965
2018/10/14 21:53:13:583;05965
2018/10/14 21:53:13:583;05965
2018/10/14 21:53:13:583;05965
2018/10/14 21:53:13:583;05965
2018/10/14 21:53:13:583;05965
2018/10/14 21:53:13:583;05966
2018/10/14 21:53:13:583;05966
2018/10/14 21:53:13:583;05965
2018/10/14 21:53:13:583;05965
2018/10/14 21:53:13:599;05965
2018/10/14 21:53:13:599;05966
2018/10/14 21:53:13:599;05966
2018/10/14 21:53:13:599;05965
2018/10/14 21:53:13:599;05965
2018/10/14 21:53:13:599;05966
2018/10/14 21:53:13:599;05965
2018/10/14 21:53:13:599;05965
2018/10/14 21:53:13:599;05964
2018/10/14 21:53:13:599;05966
2018/10/14 21:53:13:615;05966
2018/10/14 21:53:13:615;05965
2018/10/14 21:53:13:615;05964
2018/10/14 21:53:13:615;05964
2018/10/14 21:53:13:615;05965
2018/10/14 21:53:13:615;05965
2018/10/14 21:53:13:615;05964
2018/10/14 21:53:13:615;05965
2018/10/14 21:53:13:615;05965
2018/10/14 21:53:13:631;05964
2018/10/14 21:53:13:631;05964
2018/10/14 21:53:13:631;05964
2018/10/14 21:53:13:631;05964
2018/10/14 21:53:13:631;05964
2018/10/14 21:53:13:631;05964
2018/10/14 21:53:13:631;05964
2018/10/14 21:53:13:631;05965
2018/10/14 21:53:13:631;05965
2018/10/14 21:53:13:631;05965
2018/10/14 21:53:13:647;05964
2018/10/14 21:53:13:647;05965
2018/10/14 21:53:13:647;05964
2018/10/14 21:53:13:647;05965
2018/10/14 21:53:13:647;05965
2018/10/14 21:53:13:647;05965
2018/10/14 21:53:13:647;05965
2018/10/14 21:53:13:647;05965
2018/10/14 21:53:13:647;05964
2018/10/14 21:53:13:663;05965
2018/10/14 21:53:13:663;05965
2018/10/14 21:53:13:663;05965
2018/10/14 21:53:13:663;05965
2018/10/14 21:53:13:663;05965
2018/10/14 21:53:13:663;05964
2018/10/14 21:53:13:663;05964
2018/10/14 21:53:13:663;05965
2018/10/14 21:53:13:663;05964
2018/10/14 21:53:13:663;05964
2018/10/14 21:53:13:679;05964
2018/10/14 21:53:13:679;05964
2018/10/14 21:53:13:679;05964
2018/10/14 21:53:13:679;05964
2018/10/14 21:53:13:679;05965
2018/10/14 21:53:13:679;05964
2018/10/14 21:53:13:679;05964
2018/10/14 21:53:13:679;05965
2018/10/14 21:53:13:679;05965
2018/10/14 21:53:13:695;05966
2018/10/14 21:53:13:695;05965
2018/10/14 21:53:13:695;05965
2018/10/14 21:53:13:695;05964
2018/10/14 21:53:13:695;05964
2018/10/14 21:53:13:695;05964
2018/10/14 21:53:13:695;05965
2018/10/14 21:53:13:695;05964
2018/10/14 21:53:13:695;05964
2018/10/14 21:53:13:695;05965
2018/10/14 21:53:13:711;05964
2018/10/14 21:53:13:711;05964
2018/10/14 21:53:13:711;05964
2018/10/14 21:53:13:711;05966
2018/10/14 21:53:13:711;05965
2018/10/14 21:53:13:711;05966
2018/10/14 21:53:13:711;05965
2018/10/14 21:53:13:711;05965
2018/10/14 21:53:13:711;05965
2018/10/14 21:53:13:727;05965
2018/10/14 21:53:13:727;05964
2018/10/14 21:53:13:727;05965
2018/10/14 21:53:13:727;05965
2018/10/14 21:53:13:727;05964
2018/10/14 21:53:13:727;05964
2018/10/14 21:53:13:727;05964
2018/10/14 21:53:13:727;05964
2018/10/14 21:53:13:727;05964
2018/10/14 21:53:13:727;05966
2018/10/14 21:53:13:743;05964
2018/10/14 21:53:13:743;05965
2018/10/14 21:53:13:743;05967
2018/10/14 21:53:13:743;05965
2018/10/14 21:53:13:743;05964
2018/10/14 21:53:13:743;05965
2018/10/14 21:53:13:743;05965
2018/10/14 21:53:13:743;05963
2018/10/14 21:53:13:743;05964
2018/10/14 21:53:13:758;05964
2018/10/14 21:53:13:759;05964
2018/10/14 21:53:13:759;05965
2018/10/14 21:53:13:759;05965
2018/10/14 21:53:13:759;05965
2018/10/14 21:53:13:759;05965
2018/10/14 21:53:13:759;05964
2018/10/14 21:53:13:759;05965
2018/10/14 21:53:13:759;05965
2018/10/14 21:53:13:759;05964
2018/10/14 21:53:13:775;05964
2018/10/14 21:53:13:775;05964
2018/10/14 21:53:13:775;05963
2018/10/14 21:53:13:775;05964
2018/10/14 21:53:13:775;05965
2018/10/14 21:53:13:775;05963
2018/10/14 21:53:13:775;05965
2018/10/14 21:53:13:775;05963
2018/10/14 21:53:13:775;05965
2018/10/14 21:53:13:791;05965
2018/10/14 21:53:13:791;05965
2018/10/14 21:53:13:791;05964
2018/10/14 21:53:13:791;05965
2018/10/14 21:53:13:791;05964
2018/10/14 21:53:13:791;05966
2018/10/14 21:53:13:791;05965
2018/10/14 21:53:13:791;05964
2018/10/14 21:53:13:791;05965
2018/10/14 21:53:13:791;05965
2018/10/14 21:53:13:806;05964
2018/10/14 21:53:13:806;05964
2018/10/14 21:53:13:807;05964
2018/10/14 21:53:13:807;05964
2018/10/14 21:53:13:807;05964
2018/10/14 21:53:13:807;05964
2018/10/14 21:53:13:807;05964
2018/10/14 21:53:13:807;05964
2018/10/14 21:53:13:807;05964
2018/10/14 21:53:13:822;05965
2018/10/14 21:53:13:822;05965
2018/10/14 21:53:13:823;05964
2018/10/14 21:53:13:823;05964
2018/10/14 21:53:13:823;05965
2018/10/14 21:53:13:823;05964
2018/10/14 21:53:13:823;05964
2018/10/14 21:53:13:823;05965
2018/10/14 21:53:13:823;05965
2018/10/14 21:53:13:823;05964
2018/10/14 21:53:13:839;05965
2018/10/14 21:53:13:839;05964
2018/10/14 21:53:13:839;05964
2018/10/14 21:53:13:839;05963
2018/10/14 21:53:13:839;05964
2018/10/14 21:53:13:839;05964
2018/10/14 21:53:13:839;05965
2018/10/14 21:53:13:839;05964
2018/10/14 21:53:13:839;05965
2018/10/14 21:53:13:839;05964
2018/10/14 21:53:13:855;05965
2018/10/14 21:53:13:855;05965
2018/10/14 21:53:13:855;05965
2018/10/14 21:53:13:855;05964
2018/10/14 21:53:13:855;05964
2018/10/14 21:53:13:855;05965
2018/10/14 21:53:13:855;05964
2018/10/14 21:53:13:855;05963
2018/10/14 21:53:13:855;05964
2018/10/14 21:53:13:870;05965
2018/10/14 21:53:13:870;05964
2018/10/14 21:53:13:870;05964
2018/10/14 21:53:13:871;05965
2018/10/14 21:53:13:871;05964
2018/10/14 21:53:13:871;05965
2018/10/14 21:53:13:871;05964
2018/10/14 21:53:13:871;05964
2018/10/14 21:53:13:871;05964
2018/10/14 21:53:13:871;05965
2018/10/14 21:53:13:886;05964
2018/10/14 21:53:13:887;05966
2018/10/14 21:53:13:887;05965
2018/10/14 21:53:13:887;05966
2018/10/14 21:53:13:887;05965
2018/10/14 21:53:13:887;05965
2018/10/14 21:53:13:887;05965
2018/10/14 21:53:13:887;05965
2018/10/14 21:53:13:887;05965
2018/10/14 21:53:13:903;05965
2018/10/14 21:53:13:903;05965
2018/10/14 21:53:13:903;05963
2018/10/14 21:53:13:903;05964
2018/10/14 21:53:13:903;05965
2018/10/14 21:53:13:903;05965
2018/10/14 21:53:13:903;05965
2018/10/14 21:53:13:903;05965
2018/10/14 21:53:13:903;05966
2018/10/14 21:53:13:903;05964
2018/10/14 21:53:13:918;05964
2018/10/14 21:53:13:918;05964
2018/10/14 21:53:13:918;05964
2018/10/14 21:53:13:919;05965
2018/10/14 21:53:13:919;05966
2018/10/14 21:53:13:919;05965
2018/10/14 21:53:13:919;05965
2018/10/14 21:53:13:919;05965
2018/10/14 21:53:13:919;05965
2018/10/14 21:53:13:935;05965
2018/10/14 21:53:13:935;05966
2018/10/14 21:53:13:935;05965
2018/10/14 21:53:13:935;05966
2018/10/14 21:53:13:935;05964
2018/10/14 21:53:13:935;05965
2018/10/14 21:53:13:935;05965
2018/10/14 21:53:13:935;05965
2018/10/14 21:53:13:935;05966
2018/10/14 21:53:13:935;05965
2018/10/14 21:53:13:951;05965
2018/10/14 21:53:13:951;05965
2018/10/14 21:53:13:951;05965
2018/10/14 21:53:13:951;05964
2018/10/14 21:53:13:951;05966
2018/10/14 21:53:13:951;05965
2018/10/14 21:53:13:951;05966
2018/10/14 21:53:13:951;05964
2018/10/14 21:53:13:951;05965
2018/10/14 21:53:13:966;05965
2018/10/14 21:53:13:966;05966
2018/10/14 21:53:13:967;05965
2018/10/14 21:53:13:967;05964
2018/10/14 21:53:13:967;05965
2018/10/14 21:53:13:967;05965
2018/10/14 21:53:13:967;05964
2018/10/14 21:53:13:967;05965
2018/10/14 21:53:13:967;05966
2018/10/14 21:53:13:967;05965
2018/10/14 21:53:13:982;05965
2018/10/14 21:53:13:982;05966
2018/10/14 21:53:13:982;05965
2018/10/14 21:53:13:982;05965
2018/10/14 21:53:13:982;05966
2018/10/14 21:53:13:982;05964
2018/10/14 21:53:13:982;05965
2018/10/14 21:53:13:983;05965
2018/10/14 21:53:13:983;05965
2018/10/14 21:53:13:998;05963
2018/10/14 21:53:13:998;05964
2018/10/14 21:53:13:998;05964
2018/10/14 21:53:13:998;05963
2018/10/14 21:53:13:998;05963
2018/10/14 21:53:13:998;05964
2018/10/14 21:53:13:998;05964
2018/10/14 21:53:13:999;05965
2018/10/14 21:53:13:999;05964
2018/10/14 21:53:14:014;05965
2018/10/14 21:53:14:014;05964
2018/10/14 21:53:14:014;05965
2018/10/14 21:53:14:014;05965
2018/10/14 21:53:14:014;05963
2018/10/14 21:53:14:014;05965
2018/10/14 21:53:14:014;05964
2018/10/14 21:53:14:015;05964
2018/10/14 21:53:14:015;05965
2018/10/14 21:53:14:015;05965
2018/10/14 21:53:14:030;05965
2018/10/14 21:53:14:030;05963
2018/10/14 21:53:14:030;05965
2018/10/14 21:53:14:030;05964
2018/10/14 21:53:14:030;05964
2018/10/14 21:53:14:030;05965
2018/10/14 21:53:14:030;05965
2018/10/14 21:53:14:030;05964
2018/10/14 21:53:14:030;05964
2018/10/14 21:53:14:046;05964
2018/10/14 21:53:14:046;05965
2018/10/14 21:53:14:046;05964
2018/10/14 21:53:14:046;05964
2018/10/14 21:53:14:046;05964
2018/10/14 21:53:14:047;05964
2018/10/14 21:53:14:047;05964
2018/10/14 21:53:14:047;05964
2018/10/14 21:53:14:047;05965
2018/10/14 21:53:14:047;05964
2018/10/14 21:53:14:062;05964
2018/10/14 21:53:14:062;05964
2018/10/14 21:53:14:062;05965
2018/10/14 21:53:14:062;05965
2018/10/14 21:53:14:062;05964
2018/10/14 21:53:14:062;05964
2018/10/14 21:53:14:062;05965
2018/10/14 21:53:14:062;05965
2018/10/14 21:53:14:063;05965
2018/10/14 21:53:14:078;05964
2018/10/14 21:53:14:078;05964
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:078;05965
2018/10/14 21:53:14:094;05965
2018/10/14 21:53:14:094;05965
2018/10/14 21:53:14:094;05965
2018/10/14 21:53:14:094;05965
2018/10/14 21:53:14:094;05965
2018/10/14 21:53:14:094;05964
2018/10/14 21:53:14:094;05965
2018/10/14 21:53:14:094;05966
2018/10/14 21:53:14:094;05966
2018/10/14 21:53:14:110;05965
2018/10/14 21:53:14:110;05965
2018/10/14 21:53:14:110;05965
2018/10/14 21:53:14:110;05964
2018/10/14 21:53:14:110;05965
2018/10/14 21:53:14:110;05966
2018/10/14 21:53:14:110;05966
2018/10/14 21:53:14:110;05965
2018/10/14 21:53:14:110;05965
2018/10/14 21:53:14:111;05965
2018/10/14 21:53:14:126;05966
2018/10/14 21:53:14:126;05965
2018/10/14 21:53:14:126;05965
2018/10/14 21:53:14:126;05964
2018/10/14 21:53:14:126;05965
2018/10/14 21:53:14:126;05965
2018/10/14 21:53:14:126;05965
2018/10/14 21:53:14:126;05964
2018/10/14 21:53:14:126;05965
2018/10/14 21:53:14:126;05965
2018/10/14 21:53:14:142;05965
2018/10/14 21:53:14:142;05965
2018/10/14 21:53:14:142;05965
2018/10/14 21:53:14:142;05965
2018/10/14 21:53:14:142;05965
2018/10/14 21:53:14:142;05964
2018/10/14 21:53:14:142;05964
2018/10/14 21:53:14:142;05964
2018/10/14 21:53:14:142;05963
2018/10/14 21:53:14:158;05964
2018/10/14 21:53:14:158;05965
2018/10/14 21:53:14:158;05964
2018/10/14 21:53:14:158;05965
2018/10/14 21:53:14:158;05963
2018/10/14 21:53:14:158;05964
2018/10/14 21:53:14:158;05964
2018/10/14 21:53:14:158;05964
2018/10/14 21:53:14:158;05965
2018/10/14 21:53:14:174;05965
2018/10/14 21:53:14:174;05965
2018/10/14 21:53:14:174;05964
2018/10/14 21:53:14:174;05966
2018/10/14 21:53:14:174;05964
2018/10/14 21:53:14:174;05965
2018/10/14 21:53:14:174;05965
2018/10/14 21:53:14:174;05966
2018/10/14 21:53:14:174;05965
2018/10/14 21:53:14:174;05965
2018/10/14 21:53:14:190;05965
2018/10/14 21:53:14:190;05964
2018/10/14 21:53:14:190;05965
2018/10/14 21:53:14:190;05963
2018/10/14 21:53:14:190;05965
2018/10/14 21:53:14:190;05964
2018/10/14 21:53:14:190;05965
2018/10/14 21:53:14:190;05964
2018/10/14 21:53:14:190;05965
2018/10/14 21:53:14:206;05964
2018/10/14 21:53:14:206;05964
2018/10/14 21:53:14:206;05965
2018/10/14 21:53:14:206;05966
2018/10/14 21:53:14:206;05967
2018/10/14 21:53:14:206;05966
2018/10/14 21:53:14:206;05966
2018/10/14 21:53:14:207;05965
2018/10/14 21:53:14:207;05966
2018/10/14 21:53:14:207;05965
2018/10/14 21:53:14:222;05965
2018/10/14 21:53:14:222;05965
2018/10/14 21:53:14:222;05965
2018/10/14 21:53:14:222;05964
2018/10/14 21:53:14:222;05965
2018/10/14 21:53:14:223;05965
2018/10/14 21:53:14:223;05965
2018/10/14 21:53:14:223;05965
2018/10/14 21:53:14:223;05965
2018/10/14 21:53:14:238;05965
2018/10/14 21:53:14:238;05964
2018/10/14 21:53:14:238;05965
2018/10/14 21:53:14:238;05964
2018/10/14 21:53:14:239;05964
2018/10/14 21:53:14:239;05965
2018/10/14 21:53:14:239;05965
2018/10/14 21:53:14:239;05965
2018/10/14 21:53:14:239;05965
2018/10/14 21:53:14:239;05966
2018/10/14 21:53:14:254;05965
2018/10/14 21:53:14:254;05965
2018/10/14 21:53:14:254;05965
2018/10/14 21:53:14:254;05965
2018/10/14 21:53:14:255;05965
2018/10/14 21:53:14:255;05965
2018/10/14 21:53:14:255;05965
2018/10/14 21:53:14:255;05965
2018/10/14 21:53:14:255;05965
2018/10/14 21:53:14:270;05966
2018/10/14 21:53:14:270;05965
2018/10/14 21:53:14:270;05966
2018/10/14 21:53:14:270;05965
2018/10/14 21:53:14:270;05965
2018/10/14 21:53:14:270;05965
2018/10/14 21:53:14:270;05965
2018/10/14 21:53:14:271;05965
2018/10/14 21:53:14:271;05966
2018/10/14 21:53:14:271;05965
2018/10/14 21:53:14:286;05965
2018/10/14 21:53:14:286;05965
2018/10/14 21:53:14:286;05965
2018/10/14 21:53:14:286;05966
2018/10/14 21:53:14:286;05966
2018/10/14 21:53:14:286;05965
2018/10/14 21:53:14:287;05965
2018/10/14 21:53:14:287;05964
2018/10/14 21:53:14:287;05965
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:302;05966
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:302;05966
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:302;05965
2018/10/14 21:53:14:318;05966
2018/10/14 21:53:14:318;05964
2018/10/14 21:53:14:318;05962
2018/10/14 21:53:14:318;05964
2018/10/14 21:53:14:319;05961
2018/10/14 21:53:14:319;05964
2018/10/14 21:53:14:319;05963
2018/10/14 21:53:14:319;05964
2018/10/14 21:53:14:319;05962
2018/10/14 21:53:14:334;05965
2018/10/14 21:53:14:334;05966
2018/10/14 21:53:14:334;05966
2018/10/14 21:53:14:334;05965
2018/10/14 21:53:14:334;05965
2018/10/14 21:53:14:334;05963
2018/10/14 21:53:14:335;05965
2018/10/14 21:53:14:335;05965
2018/10/14 21:53:14:335;05966
2018/10/14 21:53:14:335;05964
2018/10/14 21:53:14:350;05965
2018/10/14 21:53:14:350;05965
2018/10/14 21:53:14:350;05965
2018/10/14 21:53:14:350;05965
2018/10/14 21:53:14:350;05965
2018/10/14 21:53:14:350;05964
2018/10/14 21:53:14:350;05964
2018/10/14 21:53:14:350;05964
2018/10/14 21:53:14:350;05965
2018/10/14 21:53:14:366;05964
2018/10/14 21:53:14:366;05964
2018/10/14 21:53:14:366;05965
2018/10/14 21:53:14:366;05965
2018/10/14 21:53:14:366;05966
2018/10/14 21:53:14:366;05965
2018/10/14 21:53:14:366;05965
2018/10/14 21:53:14:366;05966
2018/10/14 21:53:14:366;05966
2018/10/14 21:53:14:366;05965
2018/10/14 21:53:14:382;05966
2018/10/14 21:53:14:382;05966
2018/10/14 21:53:14:382;05966
2018/10/14 21:53:14:382;05965
2018/10/14 21:53:14:382;05966
2018/10/14 21:53:14:382;05965
2018/10/14 21:53:14:382;05965
2018/10/14 21:53:14:382;05964
2018/10/14 21:53:14:382;05965
2018/10/14 21:53:14:398;05965
2018/10/14 21:53:14:398;05965
2018/10/14 21:53:14:398;05965
2018/10/14 21:53:14:398;05965
2018/10/14 21:53:14:398;05967
2018/10/14 21:53:14:398;05965
2018/10/14 21:53:14:398;05966
2018/10/14 21:53:14:398;05965
2018/10/14 21:53:14:398;05965
2018/10/14 21:53:14:398;05964
2018/10/14 21:53:14:414;05964
2018/10/14 21:53:14:414;05964
2018/10/14 21:53:14:414;05965
2018/10/14 21:53:14:414;05964
2018/10/14 21:53:14:414;05965
2018/10/14 21:53:14:414;05963
2018/10/14 21:53:14:414;05963
2018/10/14 21:53:14:414;05965
2018/10/14 21:53:14:414;05966
2018/10/14 21:53:14:430;05964
2018/10/14 21:53:14:430;05965
2018/10/14 21:53:14:430;05967
2018/10/14 21:53:14:430;05965
2018/10/14 21:53:14:430;05965
2018/10/14 21:53:14:430;05964
2018/10/14 21:53:14:430;05965
2018/10/14 21:53:14:430;05963
2018/10/14 21:53:14:430;05964
2018/10/14 21:53:14:430;05964
2018/10/14 21:53:14:446;05965
2018/10/14 21:53:14:446;05964
2018/10/14 21:53:14:446;05965
2018/10/14 21:53:14:446;05965
2018/10/14 21:53:14:446;05966
2018/10/14 21:53:14:446;05965
2018/10/14 21:53:14:446;05965
2018/10/14 21:53:14:446;05966
2018/10/14 21:53:14:446;05966
2018/10/14 21:53:14:462;05966
2018/10/14 21:53:14:462;05965
2018/10/14 21:53:14:462;05965
2018/10/14 21:53:14:462;05965
2018/10/14 21:53:14:462;05965
2018/10/14 21:53:14:462;05964
2018/10/14 21:53:14:462;05965
2018/10/14 21:53:14:462;05964
2018/10/14 21:53:14:462;05965
2018/10/14 21:53:14:462;05964
2018/10/14 21:53:14:478;05964
2018/10/14 21:53:14:478;05965
2018/10/14 21:53:14:478;05964
2018/10/14 21:53:14:478;05965
2018/10/14 21:53:14:478;05963
2018/10/14 21:53:14:478;05964
2018/10/14 21:53:14:478;05964
2018/10/14 21:53:14:478;05965
2018/10/14 21:53:14:478;05964
2018/10/14 21:53:14:494;05964
2018/10/14 21:53:14:494;05965
2018/10/14 21:53:14:494;05965
2018/10/14 21:53:14:494;05964
2018/10/14 21:53:14:494;05963
2018/10/14 21:53:14:494;05965
2018/10/14 21:53:14:494;05964
2018/10/14 21:53:14:494;05964
2018/10/14 21:53:14:494;05965
2018/10/14 21:53:14:494;05964
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:510;05966
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:510;05965
2018/10/14 21:53:14:526;05965
2018/10/14 21:53:14:526;05965
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:526;05966
2018/10/14 21:53:14:542;05967
2018/10/14 21:53:14:542;05966
2018/10/14 21:53:14:542;05966
2018/10/14 21:53:14:542;05965
2018/10/14 21:53:14:542;05966
2018/10/14 21:53:14:542;05966
2018/10/14 21:53:14:542;05966
2018/10/14 21:53:14:542;05965
2018/10/14 21:53:14:542;05965
2018/10/14 21:53:14:558;05965
2018/10/14 21:53:14:558;05965
2018/10/14 21:53:14:558;05965
2018/10/14 21:53:14:558;05965
2018/10/14 21:53:14:558;05966
2018/10/14 21:53:14:558;05965
2018/10/14 21:53:14:558;05966
2018/10/14 21:53:14:558;05965
2018/10/14 21:53:14:558;05964
2018/10/14 21:53:14:558;05964
2018/10/14 21:53:14:574;05965
2018/10/14 21:53:14:574;05966
2018/10/14 21:53:14:574;05966
2018/10/14 21:53:14:574;05965
2018/10/14 21:53:14:574;05965
2018/10/14 21:53:14:574;05965
2018/10/14 21:53:14:574;05966
2018/10/14 21:53:14:574;05965
2018/10/14 21:53:14:574;05966
2018/10/14 21:53:14:590;05965
2018/10/14 21:53:14:590;05965
2018/10/14 21:53:14:590;05964
2018/10/14 21:53:14:590;05965
2018/10/14 21:53:14:590;05964
2018/10/14 21:53:14:590;05965
2018/10/14 21:53:14:590;05964
2018/10/14 21:53:14:590;05965
2018/10/14 21:53:14:590;05964
2018/10/14 21:53:14:590;05965
2018/10/14 21:53:14:606;05964
2018/10/14 21:53:14:606;05965
2018/10/14 21:53:14:606;05964
2018/10/14 21:53:14:606;05965
2018/10/14 21:53:14:606;05964
2018/10/14 21:53:14:606;05965
2018/10/14 21:53:14:606;05965
2018/10/14 21:53:14:606;05965
2018/10/14 21:53:14:606;05965
2018/10/14 21:53:14:622;05965
2018/10/14 21:53:14:622;05966
2018/10/14 21:53:14:622;05965
2018/10/14 21:53:14:622;05964
2018/10/14 21:53:14:622;05965
2018/10/14 21:53:14:622;05965
2018/10/14 21:53:14:622;05966
2018/10/14 21:53:14:622;05966
2018/10/14 21:53:14:622;05965
2018/10/14 21:53:14:622;05965
2018/10/14 21:53:14:638;05965
2018/10/14 21:53:14:638;05966
2018/10/14 21:53:14:638;05966
2018/10/14 21:53:14:638;05966
2018/10/14 21:53:14:638;05966
2018/10/14 21:53:14:638;05966
2018/10/14 21:53:14:638;05966
2018/10/14 21:53:14:639;05965
2018/10/14 21:53:14:639;05966
2018/10/14 21:53:14:654;05965
2018/10/14 21:53:14:654;05966
2018/10/14 21:53:14:654;05965
2018/10/14 21:53:14:654;05965
2018/10/14 21:53:14:654;05966
2018/10/14 21:53:14:654;05966
2018/10/14 21:53:14:654;05965
2018/10/14 21:53:14:654;05965
2018/10/14 21:53:14:654;05965
2018/10/14 21:53:14:654;05966
2018/10/14 21:53:14:670;05965
2018/10/14 21:53:14:670;05965
2018/10/14 21:53:14:670;05966
2018/10/14 21:53:14:670;05965
2018/10/14 21:53:14:670;05965
2018/10/14 21:53:14:670;05966
2018/10/14 21:53:14:670;05965
2018/10/14 21:53:14:670;05965
2018/10/14 21:53:14:670;05966
2018/10/14 21:53:14:686;05966
2018/10/14 21:53:14:686;05965
2018/10/14 21:53:14:686;05966
2018/10/14 21:53:14:686;05965
2018/10/14 21:53:14:686;05966
2018/10/14 21:53:14:686;05967
2018/10/14 21:53:14:686;05966
2018/10/14 21:53:14:686;05966
2018/10/14 21:53:14:686;05965
2018/10/14 21:53:14:686;05965
2018/10/14 21:53:14:702;05966
2018/10/14 21:53:14:702;05965
2018/10/14 21:53:14:702;05964
2018/10/14 21:53:14:702;05964
2018/10/14 21:53:14:702;05965
2018/10/14 21:53:14:702;05966
2018/10/14 21:53:14:702;05966
2018/10/14 21:53:14:702;05965
2018/10/14 21:53:14:702;05966
2018/10/14 21:53:14:718;05966
2018/10/14 21:53:14:718;05966
2018/10/14 21:53:14:718;05965
2018/10/14 21:53:14:718;05966
2018/10/14 21:53:14:718;05966
2018/10/14 21:53:14:718;05966
2018/10/14 21:53:14:718;05965
2018/10/14 21:53:14:718;05965
2018/10/14 21:53:14:718;05965
2018/10/14 21:53:14:718;05965
2018/10/14 21:53:14:734;05966
2018/10/14 21:53:14:734;05965
2018/10/14 21:53:14:734;05966
2018/10/14 21:53:14:734;05965
2018/10/14 21:53:14:734;05965
2018/10/14 21:53:14:734;05965
2018/10/14 21:53:14:734;05966
2018/10/14 21:53:14:734;05965
2018/10/14 21:53:14:734;05966
2018/10/14 21:53:14:750;05966
2018/10/14 21:53:14:750;05966
2018/10/14 21:53:14:750;05965
2018/10/14 21:53:14:750;05964
2018/10/14 21:53:14:750;05966
2018/10/14 21:53:14:750;05964
2018/10/14 21:53:14:750;05959
2018/10/14 21:53:14:750;05964
2018/10/14 21:53:14:750;05965
2018/10/14 21:53:14:750;05965
2018/10/14 21:53:14:766;05966
2018/10/14 21:53:14:766;05966
2018/10/14 21:53:14:766;05966
2018/10/14 21:53:14:766;05965
2018/10/14 21:53:14:766;05965
2018/10/14 21:53:14:766;05965
2018/10/14 21:53:14:766;05966
2018/10/14 21:53:14:766;05966
2018/10/14 21:53:14:766;05966
2018/10/14 21:53:14:781;05966
2018/10/14 21:53:14:782;05965
2018/10/14 21:53:14:782;05967
2018/10/14 21:53:14:782;05966
2018/10/14 21:53:14:782;05965
2018/10/14 21:53:14:782;05964
2018/10/14 21:53:14:782;05966
2018/10/14 21:53:14:782;05965
2018/10/14 21:53:14:782;05965
2018/10/14 21:53:14:782;05966
2018/10/14 21:53:14:797;05966
2018/10/14 21:53:14:798;05966
2018/10/14 21:53:14:798;05966
2018/10/14 21:53:14:798;05965
2018/10/14 21:53:14:798;05964
2018/10/14 21:53:14:798;05964
2018/10/14 21:53:14:798;05965
2018/10/14 21:53:14:798;05965
2018/10/14 21:53:14:798;05966
2018/10/14 21:53:14:813;05966
2018/10/14 21:53:14:813;05967
2018/10/14 21:53:14:814;05966
2018/10/14 21:53:14:814;05966
2018/10/14 21:53:14:814;05965
2018/10/14 21:53:14:814;05965
2018/10/14 21:53:14:814;05965
2018/10/14 21:53:14:814;05965
2018/10/14 21:53:14:814;05965
2018/10/14 21:53:14:814;05965
2018/10/14 21:53:14:830;05966
2018/10/14 21:53:14:830;05965
2018/10/14 21:53:14:830;05966
2018/10/14 21:53:14:830;05966
2018/10/14 21:53:14:830;05966
2018/10/14 21:53:14:830;05965
2018/10/14 21:53:14:830;05966
2018/10/14 21:53:14:830;05965
2018/10/14 21:53:14:830;05966
2018/10/14 21:53:14:845;05966
2018/10/14 21:53:14:845;05964
2018/10/14 21:53:14:846;05965
2018/10/14 21:53:14:846;05964
2018/10/14 21:53:14:846;05965
2018/10/14 21:53:14:846;05965
2018/10/14 21:53:14:846;05965
2018/10/14 21:53:14:846;05965
2018/10/14 21:53:14:846;05965
2018/10/14 21:53:14:846;05965
2018/10/14 21:53:14:861;05966
2018/10/14 21:53:14:861;05966
2018/10/14 21:53:14:862;05965
2018/10/14 21:53:14:862;05965
